title,author,url,source,category,fact
"Buckle up for more ‘turbulence’ in the housing market, BofA says—it’s a housing recession, 1980s style",Will Daniel,https://fortune.com/2023/10/06/home-price-outlook-bank-of-america-housing-recession-turbulence-1980s-not-2008/,Fortune,business,"Back then, just like today, home prices had boomed for years before Fed officials were ultimately forced to hike interest rates aggressively in an attempt to fight inflation."
ASX set to open lower as Wall Street closes September with more losses,Stan Choe,https://www.smh.com.au/business/markets/asx-set-to-open-lower-as-wall-street-closes-september-with-more-losses-20231002-p5e8zn.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,"Postponements of such reports could complicate things for the Fed, which has insisted it will make upcoming decisions on interest rates based on what incoming data say about the economy."
These Are Our Favorite Walmart Cyber Monday Deals,Matt Jancer,https://www.wired.com/story/best-walmart-cyber-monday-deals-2023/,Wired,technology,"With this sale, they offer some of the best value in their class from one of the top names in the business."
"‘Latin artists have been paving the way for deals that offer more control, transparency, and better economics.’",Tim Ingham,https://www.musicbusinessworldwide.com/latin-artists-have-been-paving-the-way-for-deals-that-offer-more-control-transparency-and-better-economics/,Music Business Worldwide,business,"Beyond that, artists today are also much more conscious of their career trajectory and look for better deals, with more freedom, more transparency, and more options."
Early impressions of Google’s Gemini aren’t great,Kyle Wiggers,https://techcrunch.com/2023/12/07/early-impressions-of-googles-gemini-arent-great/,TechCrunch,technology,"In blog posts and press materials, Google touted Gemini’s superior architecture and capabilities, claiming that the model meets or exceeds the performance of other leading gen AI models like OpenAI’s GPT-4."
"What to know about Fortnite maker Epic Games’ antitrust battle with Google, starting today",Sarah Perez,https://techcrunch.com/2023/11/06/what-to-know-about-fortnite-maker-epic-games-antitrust-battle-with-google-starting-today/,TechCrunch,technology,"Epic will also suggest that Google hid items from discovery by allowing execs and employees to have “off the record” chats, but Google will counter this as well, saying it has provided the court with thousands of chat logs and millions of documents."
Early impressions of Google’s Gemini aren’t great,Kyle Wiggers,https://techcrunch.com/2023/12/07/early-impressions-of-googles-gemini-arent-great/,TechCrunch,technology,"Google compared the performance of Gemini Pro to GPT-4’s predecessor, GPT-3.5, a model that’s around a year old."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
Is Sam Bankman-Fried a bad ‘man’ or a good ‘boy’? Lawyers swap opening statements before first witnesses take the stand,Ben Weiss,https://fortune.com/crypto/2023/10/04/sam-bankman-fried-lawyers-opening-statements-witnesses-marc-antoine-julliard-adam-yedidia-ftx-commodities-trader-developer/,Fortune,business,"But “all of that, all of it, was built on lies,” Rehn declared to the jury."
"In the end, the FTX trial was about the friends screwed along the way",Elizabeth Lopatto,https://www.theverge.com/2023/10/26/23931777/ftx-sam-bankman-fried-prosecution-case-friends-family,The Verge,technology,Wang testified that he heard Bankman-Fried tell another trader that it was okay to continue withdrawing money from the account as long as the amount was less than FTX’s total trading revenue.
Sam Bankman-Fried was a terrible boyfriend,Elizabeth Lopatto,https://www.theverge.com/2023/10/10/23912036/sam-bankman-fried-ftx-caroline-ellison-alameda-research,The Verge,technology,"It was Bankman-Fried’s decision, she said, as he was the CEO of FTX."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
Potential Conor McGregor Fight Could Help Canelo Alvarez Come a Step Closer to Surpass Floyd Mayweather’s Net Worth and His Billionaire Status,Sudeep Sinha,https://www.essentiallysports.com/boxing-news-perspective-potential-conor-mcgregor-fight-could-help-canelo-alvarez-come-a-step-closer-to-surpass-floyd-mayweathers-net-worth-and-his-billionaire-status/,Essentially Sports,sports,"These were just to name a few; over the years, Canelo has fought in increasingly profitable bouts."
"UFC 295 predictions, best bets, odds: Tom Aspinall, Mackenzie Dern among top picks to consider",Brent Brookhouse,https://www.cbssports.com/mma/news/ufc-295-predictions-best-bets-odds-tom-aspinall-mackenzie-dern-among-top-picks-to-consider/,CBSSports.com,sports,"Andrade has four submission losses in her career, two of which came during her current three-fight skid."
The people who ruined the internet,Amanda Chicago Lewis,https://www.theverge.com/features/23931789/seo-search-engine-optimization-experts-google-results,The Verge,technology,"The company did accomplish that goal, but in doing so, it inadvertently and profoundly changed how the internet looked."
Tim Sweeney on Epic’s victory royale over Google,Sean Hollister,https://www.theverge.com/23996474/epic-tim-sweeney-interview-win-google-antitrust-lawsuit-district-court,The Verge,technology,"For all the other benefits they get from Android, Google could solve this problem today if they wanted to."
Apple defends Google Search deal in court: ‘There wasn’t a valid alternative’,David Pierce,https://www.theverge.com/2023/9/26/23891037/apple-eddy-cue-testimony-us-google,The Verge,technology,"“Certainly there wasn’t a valid alternative to Google at the time,” Cue said."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
"2023 Kentucky online sports betting sites: Best legal sportsbooks, promos, bonuses, mobile apps, how to bet",CBS Sports Staff,https://www.cbssports.com/general/news/2023-kentucky-online-sports-betting-sites-best-legal-sportsbooks-promos-bonuses-mobile-apps-how-to-bet/,CBSSports.com,sports,New customers can get up to $1000 in bonus bets if they lose their first bet.
Vermont Sportsbook Promos and Sports Betting Launch News,Martin Harris,https://www.sportingnews.com/us/betting/news/vermont-sportsbook-promos/b4779ea9b7172cc57a201b0f,Sporting News,sports,"We expect Caesars to offer the same offer in VT is has elsewhere, with new sign-ups eligible to receive up to a $1,000 Bonus Bet if their first bet loses."
Martin Scorsese’s late-stage career has proved Quentin Tarantino wrong,Abe Beame,https://www.polygon.com/23929489/martin-scorsese-best-movies-killers-flower-moon-career,Polygon,entertainment,"This century has seen Scorsese zigging and zagging as always, but because he’s following his own varied interests, not because he’s moving from compromise to compromise, as he once had to in order to continue working."
Martin Scorsese gets quizzed by his daughter on internet slang,Meredith Clark,https://www.independent.co.uk/life-style/martin-scorsese-daughter-tiktok-internet-slang-b2427269.html,The Independent - Life and Style,entertainment,This isn’t the first time Scorsese has made a special appearance in one of his daughter’s TikTok videos.
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
"SBF, riding high on FTX, reportedly offered $5B to Trump to cancel President re-run",Ingrid Lunden,https://techcrunch.com/2023/10/02/sbf-60-minutes/,TechCrunch,technology,"SBF, as he’s known, has pleaded not-guilty to some seven charges of fraud and conspiracy."
"NFL power rankings: Lions, 49ers level up; Texans jump Bengals, Bills; Jets, Patriots sink to bottom for Week 11",Vinnie Iyer,https://www.sportingnews.com/us/nfl/news/nfl-power-rankings-lions-49ers-texans-jets-patriots/7b7ee6be935efc3c735d72ac,Sporting News,sports,"The new man on the Vikings, Josh Dobbs, keeps producing the same results they were enjoying offensively with Kirk Cousins, thanks to more help from the running game for Kevin O'Connell and the defense overall under Brian Flores."
"Bears vs. Vikings live score, updates, highlights from NFL 'Monday Night Football' game",Dan Treacy,https://www.sportingnews.com/us/nfl/news/bears-vikings-live-score-highlights-monday-night-football/9e0ddaf702f99e7aec9645db,Sporting News,sports,"11:03 p.m. — The Vikings are using their two timeouts, but there isn't much they'll be able to do once this hits fourth down."
How ego and fear fuelled the rise of artificial intelligence,"Cade Metz, Karen Weise, Nico Grant and Mike Isaac",https://www.theage.com.au/business/entrepreneurship/how-ego-and-fear-fuelled-the-rise-of-artificial-intelligence-20231205-p5ep7j.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Age,business,"“There was no attempt to remove Sam Altman from OpenAI by the co-founders of Anthropic,” said an Anthropic spokesperson, Sally Aldous."
OpenAI's ex-chairman accuses board of going rogue in firing Altman: 'Sam and I are shocked and saddened by what the board did',"Matt O'Brien, The Associated Press",https://fortune.com/2023/11/18/how-did-openai-fire-sam-altman-greg-brockman-rogue-board/,Fortune,business,"Altman’s exit “is indeed shocking as he has been the face of” generative AI technology, said Gartner analyst Arun Chandrasekaran."
"More from the US v Google trial: vertical search, pre-installs and the case of Firefox/Yahoo",Rebecca Bellan,https://techcrunch.com/2023/11/13/more-from-the-us-v-google-trial-vertical-search-pre-installs-and-the-case-of-firefox-yahoo/,TechCrunch,technology,"In our last roundup, we learned how Google spent $26.3 billion in 2021 making itself the default search engine across platforms and how Google tried to have Chrome preinstalled on iPhones."
5 things we learned so far about the Google antitrust case,Rebecca Bellan,https://techcrunch.com/2023/10/30/5-things-we-learned-so-far-about-the-google-antitrust-case/,TechCrunch,technology,"When Google’s search head Prabhakar Raghavan testified in court on October 28, he revealed that the tech giant had paid $26.3 billion in 2021 to multiple browsers, phones and platforms, from companies including Apple, Samsung and Mozilla, The Verge reports."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
"Vikings vs. Broncos live score, updates, highlights from NFL 'Sunday Night Football' game",Kyle Irving,https://www.sportingnews.com/us/nfl/news/vikings-broncos-score-highlights-sunday-night-football/769a666fb9639b096c22b356,Sporting News,sports,"10:34 p.m.: FIELD GOAL — Will Lutz buries his fourth field goal of the day, this time from 37 yards."
He’s Hockey’s Brightest Young Star. This Is What Makes His Shot So Special.,The New York Times,https://theathletic.com/5028179/2023/11/16/blackhawks-connor-bedard-shot/,The New York Times,sports,"While goalies are trying to figure out Bedard, he’s been putting in the time to do the same with them."
"SBF’s trial starts soon, but how did he — and FTX — get here?",Jacquelyn Melinek,https://techcrunch.com/2023/10/01/ftx-lawsuit-timeline/,TechCrunch,technology,"The highly anticipated criminal trial for Sam Bankman-Fried, former CEO of bankrupt crypto exchange FTX, started Tuesday to determine whether he’s guilty of seven counts of fraud and conspiracy."
"SBF, riding high on FTX, reportedly offered $5B to Trump to cancel President re-run",Ingrid Lunden,https://techcrunch.com/2023/10/02/sbf-60-minutes/,TechCrunch,technology,"He was the richest person in the world under 30 [and] he was going to spend it to save humanity from extinction,” he said."
"SBF, riding high on FTX, reportedly offered $5B to Trump to cancel President re-run",Ingrid Lunden,https://techcrunch.com/2023/10/02/sbf-60-minutes/,TechCrunch,technology,"SBF, as he’s known, has pleaded not-guilty to some seven charges of fraud and conspiracy."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
"'We know far more about the deep ocean than the moon or Mars,' says explorer Jon Copley",sascha.pare@futurenet.com (Sascha Pare),https://www.livescience.com/planet-earth/rivers-oceans/we-know-far-more-about-the-deep-ocean-than-the-moon-or-mars-says-explorer-jon-copley,Live Science: The Most Interesting Articles,science,"When water is warmer, the metabolism of things living in the water runs faster and they use up oxygen more quickly, so that makes the problem even worse."
'They seemed primed to take over': How the Great Dying doomed the 'beast tooth' and set the stage for the dawn of the dinosaurs,,https://www.livescience.com/animals/extinct-species/they-seemed-primed-to-take-over-how-the-great-dying-doomed-the-beast-tooth-and-set-the-stage-for-the-dawn-of-the-dinosaurs,Live Science: The Most Interesting Articles,science,The combination of greenhouse warming and low oxygen would have led to widespread hypoxia — a state where organisms simply cannot take in enough oxygen to support metabolism.
Tim Sweeney on Epic’s victory royale over Google,Sean Hollister,https://www.theverge.com/23996474/epic-tim-sweeney-interview-win-google-antitrust-lawsuit-district-court,The Verge,technology,"For all the other benefits they get from Android, Google could solve this problem today if they wanted to."
Apple defends Google Search deal in court: ‘There wasn’t a valid alternative’,David Pierce,https://www.theverge.com/2023/9/26/23891037/apple-eddy-cue-testimony-us-google,The Verge,technology,The Justice Department is focused on the deals Google makes — with Apple but also with Samsung and Mozilla and many others — to ensure it is the default search engine on practically every platform.
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
The best Sorcerer builds and skills in Diablo 4,Ryan Gilliam,https://www.polygon.com/diablo-4-guides/23653283/sorcerer-best-build-skills,Polygon,entertainment,"In this Diablo 4 guide, we’ve gathered and simplified the best Diablo 4 Sorcerer builds for season 2."
The best Barbarian builds and skills in Diablo 4,Ryan Gilliam,https://www.polygon.com/23654868/barbarian-best-build-skills,Polygon,entertainment,"In this Diablo 4 guide, we’ve gathered and simplified the best Diablo 4 Barbarian builds for season 2."
"Gen Z just saw the worst war in Israel in 50 years break out all over the internet, but they were raised on 'disturbing images'",Paige Hagy,https://fortune.com/2023/10/10/gen-z-disturbing-images-social-media-digital-native-israel-hamas-war/,Fortune,business,"On Saturday, the Islamic militant group Hamas launched an unprecedented attack on Israel, resulting in the worst war the region has seen in 50 years."
WebSummit derailed by founder’s public fight with those supporting Israel in Hamas conflict,Ingrid Lunden,https://techcrunch.com/2023/10/16/websummit-derailed-by-founders-public-fight-with-those-supporting-israel-in-hamas-conflict/,TechCrunch,technology,"Founders, investors and others from the technology community in Israel have gone ballistic over comments made by the founder and figurehead of Web Summit, Paddy Cosgrave, related to the fighting underway across Israel and Gaza, specifically his criticism of Israel’s retaliatory actions."
"SBF’s trial starts soon, but how did he — and FTX — get here?",Jacquelyn Melinek,https://techcrunch.com/2023/10/01/ftx-lawsuit-timeline/,TechCrunch,technology,"Bankman-Fried was even compared to Warren Buffet and many called him the white horse of crypto (TechCrunch never did, for what it’s worth)."
Sam Bankman-Fried was a terrible boyfriend,Elizabeth Lopatto,https://www.theverge.com/2023/10/10/23912036/sam-bankman-fried-ftx-caroline-ellison-alameda-research,The Verge,technology,"It was Bankman-Fried’s decision, she said, as he was the CEO of FTX."
"SBF, riding high on FTX, reportedly offered $5B to Trump to cancel President re-run",Ingrid Lunden,https://techcrunch.com/2023/10/02/sbf-60-minutes/,TechCrunch,technology,"He was the richest person in the world under 30 [and] he was going to spend it to save humanity from extinction,” he said."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
He’s Hockey’s Brightest Young Star. This Is What Makes His Shot So Special.,The New York Times,https://theathletic.com/5028179/2023/11/16/blackhawks-connor-bedard-shot/,The New York Times,sports,"“It’s not the NHL that he was playing in the last few years,” Davidson said, “but the level of performance and how he could control a game and dominate a game in junior — it indicated he was going to be able to do that at some point in the NHL."
"USC basketball futures odds to win Pac-12, NCAA tourney ahead of Bronny James collegiate debut",Tony Mejia,https://www.sportingnews.com/us/betting/news/usc-basketball-futures-odds-bronny-james-debut/1c11465b6bc450ba68c353e1,Sporting News,sports,"They’re listed as high as to win the National Championship depending on where you shop, so there’s definitely an opportunity to cash in on them if you’re bullish on their ability to improve and blossom into a title contender."
Young Taylor Swift fans go viral for struggling to open the star's CD: 'Making me laugh',,https://www.foxnews.com/lifestyle/young-taylor-swift-fans-go-viral-struggling-open-stars-cd-making-me-laugh,FOX News - Lifestyle,entertainment,"Since it was uploaded, the video has garnered over 2.7 million views and 5,952 comments — one written by Taylor Swift herself."
"Taylor Swift-Travis Kelce timeline: Everything to know about rumored romance between pop star, Chiefs TE",Shanna McCarriston,https://www.cbssports.com/nfl/news/taylor-swift-travis-kelce-timeline-everything-to-know-about-rumored-romance-between-pop-star-chiefs-te/,CBSSports.com,sports,"The game is taking place at Arrowhead Stadium, where Swift has performed herself and attended a game before."
Taylor Swift is Time’s Person of the Year,Chelsea Ritschel,https://www.independent.co.uk/life-style/taylor-swift-time-person-of-the-year-b2459419.html,The Independent - Life and Style,entertainment,"Now, Swift has shared that she has nothing to hide in her new relationship with Kelce."
SBF Trial: The latest updates from the FTX collapse’s courtroom drama,Morgan Little,https://techcrunch.com/2023/10/06/sbf-trial-the-latest-updates-from-the-ftx-collapses-courtroom-drama/,TechCrunch,technology,"The second week of the trial’s standout testimony came from Alameda Research’s former CEO Caroline Ellison, who claimed she took $14 billion from customers to repay debts to lenders, using them as a line of credit under the instruction of SBF."
The jury finally hears from Sam Bankman-Fried,Elizabeth Lopatto,https://www.theverge.com/2023/10/27/23935683/sam-bankman-fried-ftx-fraud-direct-testimony-jury,The Verge,technology,"Because FTX had grown so much, he could no longer run both companies, he said."
"Sam Altman backs teens’ startup, Google unveils the Pixel 8 and TikTok tests an ad-free tier",Kyle Wiggers,https://techcrunch.com/2023/10/07/sam-altman-backs-a-teens-startup-google-unveils-the-pixel-8-and-tiktok-tests-an-ad-free-tier/,TechCrunch,technology,"The prosecution painted Bankman-Fried as someone who knowingly committed fraud to achieve great wealth, power and influence, while the defense countered that the FTX founder acted in good faith, never meant to commit fraud or steal and basically got in over his head."
5 things we learned so far about the Google antitrust case,Rebecca Bellan,https://techcrunch.com/2023/10/30/5-things-we-learned-so-far-about-the-google-antitrust-case/,TechCrunch,technology,"When Google’s search head Prabhakar Raghavan testified in court on October 28, he revealed that the tech giant had paid $26.3 billion in 2021 to multiple browsers, phones and platforms, from companies including Apple, Samsung and Mozilla, The Verge reports."
Is Google Search better than the rest? And is that fair?,Tim Biggs,https://www.theage.com.au/technology/is-google-search-better-than-the-rest-and-is-that-fair-20231012-p5ebsk.html?ref=rss&utm_medium=rss&utm_source=rss_technology,The Age,technology,"She admits that she may have misinterpreted the evidence, but maintains that Google manipulates Search to maximise ad revenue."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
Line Shopping in Sports Betting - How to Find the Best Odds,Martin Derbyshire,https://www.sportingnews.com/us/betting/news/line-shopping/0f917db9336b2772ba044571,Sporting News,sports,That allows sportsbooks to earn the profit built into the odds and lines without worrying about which side wins.
The Best NBA Betting Sites and Apps for the 2023-24 Season,Sam Eggleston,https://www.sportingnews.com/us/betting/news/nba-betting-sites/dba1ce5e986e58a12cacafd6,Sporting News,sports,"From there, you can claim your welcome bonus, which can come in many forms (be sure to read the requirements of any welcome bonus before using it)."
NBA Rookie of the Year Odds - Wembanyama the early favorite,Sam Eggleston,https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd,Sporting News,sports,"But sportsbooks are also gathering this information, and they begin to tighten the NBA Rookie of the Year lines in response."
NBA Rookie of the Year Odds - Wembanyama the early favorite,Sam Eggleston,https://www.sportingnews.com/us/betting/news/nba-roty-odds/7af3a635d324b28ff4c554fd,Sporting News,sports,"But sportsbooks are also gathering this information, and they begin to tighten the NBA Rookie of the Year lines in response."
Moneyline Betting - What is the Moneyline and How Does it Work?,Sam Eggleston,https://www.sportingnews.com/us/betting/news/moneyline-betting/d3a60119341b3da02f1fb1ae,Sporting News,sports,"If a significant amount of money is being placed on one team or participant, sportsbooks might adjust the odds to balance their liability."
Fifth Third 1.67% Cash/Back Card: One of the simplest cash back credit cards with an above-average return,Joseph Hostetler,https://fortune.com/recommends/credit-cards/fifth-third-1-67-cash-back-card-review/,Fortune,business,"When you earn points with the Fifth Third 1.67% Card, you can use them toward a statement credit on your card to offset your balance."
"American Express Cash Magnet® Card review: a simple, no-nonsense cash back card",Kat Tretina,https://fortune.com/recommends/credit-cards/american-express-cash-magnet-card-review/,Fortune,business,"If you have the American Express Cash Magnet® card, you can redeem your cash back rewards for statement credits to your account."
"Meta has a moderation bias problem, not just a ‘bug,’ that’s suppressing Palestinian voices",Morgan Sung,https://techcrunch.com/2023/10/19/meta-instagram-palestine-israel-shadowban-censorship-moderation-bias/,TechCrunch,technology,"Al Saadi said that her frustration with Meta is common among Palestinians, both in occupied territories and across the diaspora."
"Meta turned a blind eye to kids on its platforms for years, unredacted lawsuit alleges",Devin Coldewey,https://techcrunch.com/2023/11/27/meta-turned-a-blind-eye-to-kids-on-its-platforms-for-years-unredacted-lawsuit-alleges/,TechCrunch,technology,"In one respect at least, however, the documentation obtained by the attorneys general of 42 states is quite specific, “and it is damning,” as AG Rob Bonta of California put it."
Early impressions of Google’s Gemini aren’t great,Kyle Wiggers,https://techcrunch.com/2023/12/07/early-impressions-of-googles-gemini-arent-great/,TechCrunch,technology,"In blog posts and press materials, Google touted Gemini’s superior architecture and capabilities, claiming that the model meets or exceeds the performance of other leading gen AI models like OpenAI’s GPT-4."
The people who ruined the internet,Amanda Chicago Lewis,https://www.theverge.com/features/23931789/seo-search-engine-optimization-experts-google-results,The Verge,technology,"The company did accomplish that goal, but in doing so, it inadvertently and profoundly changed how the internet looked."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
ASX set for bright start despite Wall Street slip; $A drops,Stan Choe,https://www.smh.com.au/business/markets/asx-set-for-bright-start-a-drops-20231206-p5epbi.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,"With inflation down from its peak two summers ago, Wall Street is hopeful that the Federal Reserve may finally be done with its market-shaking hikes to interest rates and could soon turn to cutting them."
ASX to rise after interest rate hopes boost US shares,,https://www.smh.com.au/business/markets/asx-to-rise-after-interest-rate-hopes-boost-us-shares-20231106-p5ehsi.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,"Stocks surged through the week on rising hopes that the Federal Reserve is finally done with its market-crunching hikes to interest rates, in order to get inflation under control."
ASX to rise after interest rate hopes boost US shares,,https://www.smh.com.au/business/markets/asx-to-rise-after-interest-rate-hopes-boost-us-shares-20231106-p5ehsi.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,"For investors around the world, the “Fed matters more than other central banks,” and weak US data is “the only game-changer for markets”, foreign-exchange strategists at Bank of America wrote in a BofA Global Research report."
ASX set to open lower as Wall Street closes September with more losses,Stan Choe,https://www.smh.com.au/business/markets/asx-set-to-open-lower-as-wall-street-closes-september-with-more-losses-20231002-p5e8zn.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,"Postponements of such reports could complicate things for the Fed, which has insisted it will make upcoming decisions on interest rates based on what incoming data say about the economy."
"‘Latin artists have been paving the way for deals that offer more control, transparency, and better economics.’",Tim Ingham,https://www.musicbusinessworldwide.com/latin-artists-have-been-paving-the-way-for-deals-that-offer-more-control-transparency-and-better-economics/,Music Business Worldwide,business,Spanish artist Iñigo Quintero’s Si No Estás rose to the top of Spotify‘s Global Top 50 in late October – and has stubbornly refused to leave the upper reaches of digital charts ever since.
"Michelle Jubelirer on Ice Spice, The Beatles, and reinventing Capitol Music Group: ‘I don’t think any label group has been able to turn things around as quickly as my team and I have done in less than two years.’",Tim Ingham,https://www.musicbusinessworldwide.com/michelle-jubelirer-on-ice-spice-the-beatles-and-reinventing-capitol/,Music Business Worldwide,business,"Overall, Capitol was the top-performing label across the global and US lists, which tells yet another facet of our success story."
"Nobel Prize winner shocked by early morning phone call from Sweden: 'It was ringing during the night, but I didn’t answer it because I’m trying to get some sleep, basically'","David Keyton, Christina Larson, Rodrique Ngowi, The Associated Press",https://fortune.com/2023/10/04/nobel-prize-winner-shocked-phone-call-sweden-columbia-professor-chemistry/,Fortune,business,But it wasn’t until several decades later that scientists could manufacture quantum dots in a lab.
Creation of quantum dots wins 2023 chemistry Nobel,Tina Hesman Saey,https://www.snexplores.org/article/quantum-dots-technology-2023-nobel-prize-chemistry,Science News For Students,science,They can contain the same molecules yet have different colors and other qualities depending on their size.
Apple defends Google Search deal in court: ‘There wasn’t a valid alternative’,David Pierce,https://www.theverge.com/2023/9/26/23891037/apple-eddy-cue-testimony-us-google,The Verge,technology,The Justice Department is focused on the deals Google makes — with Apple but also with Samsung and Mozilla and many others — to ensure it is the default search engine on practically every platform.
The restaurant nearest Google,Mia Sato,https://www.theverge.com/2023/10/26/23931825/google-search-local-seo-thai-food-near-me-maps,The Verge,technology,"Google’s public documentation says it uses three categories to rank results that are local to a searcher: relevance, distance, and prominence."
"News publisher files class action antitrust suit against Google, citing AI’s harms to their bottom line",Sarah Perez,https://techcrunch.com/2023/12/15/news-publisher-files-class-action-antitrust-suit-against-google-citing-ais-harms-to-their-bottom-line/,TechCrunch,technology,"The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means."
ASX to rise after interest rate hopes boost US shares,,https://www.smh.com.au/business/markets/asx-to-rise-after-interest-rate-hopes-boost-us-shares-20231106-p5ehsi.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,"For investors around the world, the “Fed matters more than other central banks,” and weak US data is “the only game-changer for markets”, foreign-exchange strategists at Bank of America wrote in a BofA Global Research report."
ASX to rise after interest rate hopes boost US shares,,https://www.smh.com.au/business/markets/asx-to-rise-after-interest-rate-hopes-boost-us-shares-20231106-p5ehsi.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,"Stocks surged through the week on rising hopes that the Federal Reserve is finally done with its market-crunching hikes to interest rates, in order to get inflation under control."
ASX set to open lower as Wall Street closes September with more losses,Stan Choe,https://www.smh.com.au/business/markets/asx-set-to-open-lower-as-wall-street-closes-september-with-more-losses-20231002-p5e8zn.html?ref=rss&utm_medium=rss&utm_source=rss_business,The Sydney Morning Herald,business,"Postponements of such reports could complicate things for the Fed, which has insisted it will make upcoming decisions on interest rates based on what incoming data say about the economy."
N.F.L. Executives on the Biggest Questions Facing Super Bowl Contenders,The New York Times,https://theathletic.com/4964039/2023/10/16/nfl-news-week-6-super-bowl-favorites-broncos-dolphins/,The New York Times,sports,• Six catches for 163 yards and a touchdown against Carolina left the Dolphins’ Tyreek Hill with 812 yards through the first six games.
